ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N;Late_or_ontime;Customer_satisfaction;Customer_segmentation;Weight_category
8386;B;Ship;4;5;231;3;low;Female;4;5174;1;Late;Satisfied;Occasional;Heavy weight
8387;C;Ship;2;4;264;3;low;Female;1;5437;1;Late;Satisfied;Occasional;Heavy weight
8388;E;Ship;4;4;175;5;low;Male;10;4498;1;Late;Satisfied;Regular;Medium weight
8389;D;Ship;2;4;149;5;medium;Female;7;5541;0;Ontime;Satisfied;Regular;Heavy weight
8390;E;Ship;3;1;226;2;low;Male;7;4703;0;Ontime;Dissatisfied;Occasional;Medium weight
8391;A;Ship;3;1;133;3;medium;Female;5;4538;0;Ontime;Dissatisfied;Occasional;Medium weight
8392;B;Ship;5;2;190;2;low;Male;1;5005;0;Ontime;Dissatisfied;Occasional;Heavy weight
8393;C;Ship;3;5;238;2;high;Male;5;4052;0;Ontime;Satisfied;Occasional;Medium weight
8394;E;Ship;6;4;152;3;low;Male;10;4376;1;Late;Satisfied;Occasional;Medium weight
8395;D;Ship;3;4;249;3;high;Female;10;5629;1;Late;Satisfied;Occasional;Heavy weight
8396;E;Ship;4;3;181;2;low;Female;4;5622;1;Late;Neutral;Occasional;Heavy weight
8397;A;Ship;3;3;239;2;medium;Female;2;5625;0;Ontime;Neutral;Occasional;Heavy weight
8398;B;Ship;3;1;167;3;medium;Male;10;4341;1;Late;Dissatisfied;Occasional;Medium weight
8399;C;Ship;3;5;246;3;medium;Male;1;5650;1;Late;Satisfied;Occasional;Heavy weight
8400;E;Ship;5;1;139;3;medium;Female;1;5953;1;Late;Dissatisfied;Occasional;Heavy weight
8401;D;Ship;5;1;150;4;low;Female;1;5098;0;Ontime;Dissatisfied;Regular;Heavy weight
8402;E;Ship;3;3;151;3;medium;Female;1;5297;0;Ontime;Neutral;Occasional;Heavy weight
8403;A;Ship;4;1;186;3;low;Female;6;4758;0;Ontime;Dissatisfied;Occasional;Medium weight
8404;B;Ship;3;4;250;3;low;Male;6;5565;0;Ontime;Satisfied;Occasional;Heavy weight
8405;C;Ship;4;1;162;3;medium;Male;6;4343;1;Late;Dissatisfied;Occasional;Medium weight
8406;E;Ship;5;3;135;3;medium;Female;5;4484;0;Ontime;Neutral;Occasional;Medium weight
8407;D;Ship;3;1;238;2;medium;Male;5;4355;1;Late;Dissatisfied;Occasional;Medium weight
8408;E;Ship;6;5;167;2;low;Male;10;4013;1;Late;Satisfied;Occasional;Medium weight
8409;A;Ship;4;1;269;5;medium;Male;3;4534;1;Late;Dissatisfied;Regular;Medium weight
8410;B;Ship;4;2;187;2;medium;Male;7;4470;1;Late;Dissatisfied;Occasional;Medium weight
8411;C;Ship;3;3;241;2;high;Male;2;4836;1;Late;Neutral;Occasional;Medium weight
8412;E;Ship;3;2;168;3;medium;Male;10;4979;1;Late;Dissatisfied;Occasional;Medium weight
8413;D;Ship;4;4;273;2;low;Male;1;5759;1;Late;Satisfied;Occasional;Heavy weight
8414;E;Ship;4;3;257;3;low;Male;8;4447;1;Late;Neutral;Occasional;Medium weight
8415;A;Ship;5;1;205;2;low;Female;3;5682;1;Late;Dissatisfied;Occasional;Heavy weight
8416;B;Ship;4;1;260;5;low;Male;1;5559;1;Late;Dissatisfied;Regular;Heavy weight
8417;C;Ship;2;1;207;3;medium;Female;10;5394;0;Ontime;Dissatisfied;Occasional;Heavy weight
8418;E;Ship;3;1;202;2;medium;Male;7;4598;0;Ontime;Dissatisfied;Occasional;Medium weight
8419;D;Ship;5;1;224;3;low;Male;7;5870;1;Late;Dissatisfied;Occasional;Heavy weight
8420;E;Ship;5;1;193;2;low;Male;8;5184;0;Ontime;Dissatisfied;Occasional;Heavy weight
8421;A;Ship;5;3;199;3;low;Female;3;4885;1;Late;Neutral;Occasional;Medium weight
8422;B;Ship;4;3;187;4;low;Male;9;5699;1;Late;Neutral;Regular;Heavy weight
8423;C;Ship;5;2;208;3;low;Male;6;4744;1;Late;Dissatisfied;Occasional;Medium weight
8424;E;Ship;3;5;228;2;medium;Female;3;5208;0;Ontime;Satisfied;Occasional;Heavy weight
8425;D;Ship;3;3;160;4;medium;Female;7;5147;0;Ontime;Neutral;Regular;Heavy weight
8426;E;Ship;3;1;195;3;medium;Female;3;5961;0;Ontime;Dissatisfied;Occasional;Heavy weight
8427;A;Ship;3;4;240;2;medium;Female;2;5661;0;Ontime;Satisfied;Occasional;Heavy weight
8428;B;Ship;2;2;271;4;medium;Male;9;4066;0;Ontime;Dissatisfied;Regular;Medium weight
8429;C;Ship;4;1;236;3;low;Female;8;4114;0;Ontime;Dissatisfied;Occasional;Medium weight
8430;E;Ship;3;2;199;4;medium;Female;1;5660;0;Ontime;Dissatisfied;Regular;Heavy weight
8431;D;Ship;3;1;246;2;low;Female;9;4947;0;Ontime;Dissatisfied;Occasional;Medium weight
8432;E;Ship;3;1;250;4;low;Female;8;4028;1;Late;Dissatisfied;Regular;Medium weight
8433;A;Ship;4;1;188;2;low;Male;10;5085;1;Late;Dissatisfied;Occasional;Heavy weight
8434;B;Ship;3;2;256;3;low;Male;1;4932;0;Ontime;Dissatisfied;Occasional;Medium weight
8435;C;Ship;3;5;147;3;medium;Male;8;5272;1;Late;Satisfied;Occasional;Heavy weight
8436;E;Ship;3;3;234;3;low;Female;6;5652;0;Ontime;Neutral;Occasional;Heavy weight
8437;D;Ship;3;1;247;4;low;Female;8;5376;1;Late;Dissatisfied;Regular;Heavy weight
8438;E;Ship;5;1;267;4;low;Male;5;5792;0;Ontime;Dissatisfied;Regular;Heavy weight
8439;A;Ship;6;5;246;5;high;Female;3;4660;1;Late;Satisfied;Regular;Medium weight
8440;B;Ship;4;1;284;4;low;Female;4;4795;1;Late;Dissatisfied;Regular;Medium weight
8441;C;Ship;3;3;142;6;medium;Female;2;5748;1;Late;Neutral;Regular;Heavy weight
8442;E;Ship;3;1;132;2;medium;Male;2;4129;0;Ontime;Dissatisfied;Occasional;Medium weight
8443;D;Ship;3;5;252;2;high;Male;4;4098;1;Late;Satisfied;Occasional;Medium weight
8444;E;Ship;4;1;243;3;high;Female;5;5989;0;Ontime;Dissatisfied;Occasional;Heavy weight
8445;A;Ship;6;4;281;3;low;Female;7;5180;0;Ontime;Satisfied;Occasional;Heavy weight
8446;B;Ship;3;5;142;2;low;Male;6;5974;1;Late;Satisfied;Occasional;Heavy weight
8447;C;Ship;3;1;209;2;low;Female;2;4855;0;Ontime;Dissatisfied;Occasional;Medium weight
8448;E;Ship;3;3;157;4;medium;Female;7;4487;1;Late;Neutral;Regular;Medium weight
8449;D;Ship;5;1;267;3;low;Male;7;5789;1;Late;Dissatisfied;Occasional;Heavy weight
8450;E;Ship;5;5;177;5;low;Female;1;4379;1;Late;Satisfied;Regular;Medium weight
8451;A;Ship;4;3;214;2;medium;Female;6;4345;0;Ontime;Neutral;Occasional;Medium weight
8452;B;Ship;4;3;247;3;low;Female;4;4962;1;Late;Neutral;Occasional;Medium weight
8453;C;Ship;3;1;268;4;low;Male;10;5226;1;Late;Dissatisfied;Regular;Heavy weight
8454;E;Ship;5;3;242;3;medium;Female;6;5013;1;Late;Neutral;Occasional;Heavy weight
8455;D;Ship;2;4;176;3;low;Male;1;4509;0;Ontime;Satisfied;Occasional;Medium weight
8456;E;Ship;5;5;231;3;medium;Female;10;5361;0;Ontime;Satisfied;Occasional;Heavy weight
8457;A;Ship;3;5;124;2;medium;Male;1;5709;1;Late;Satisfied;Occasional;Heavy weight
8458;B;Ship;3;2;179;3;low;Male;4;4102;1;Late;Dissatisfied;Occasional;Medium weight
8459;C;Ship;4;3;207;3;low;Female;7;4220;1;Late;Neutral;Occasional;Medium weight
8460;E;Ship;4;2;128;3;medium;Male;7;5675;1;Late;Dissatisfied;Occasional;Heavy weight
8461;D;Ship;3;5;167;2;medium;Female;8;5083;0;Ontime;Satisfied;Occasional;Heavy weight
8462;E;Ship;3;2;243;4;medium;Male;5;4670;1;Late;Dissatisfied;Regular;Medium weight
8463;A;Ship;4;5;252;4;low;Female;6;4983;0;Ontime;Satisfied;Regular;Medium weight
8464;B;Ship;4;1;202;2;medium;Male;10;5428;1;Late;Dissatisfied;Occasional;Heavy weight
8465;C;Ship;4;3;241;2;medium;Male;3;4636;1;Late;Neutral;Occasional;Medium weight
8466;E;Ship;4;5;182;2;medium;Female;10;5098;1;Late;Satisfied;Occasional;Heavy weight
8467;D;Ship;2;2;156;3;low;Female;5;5628;1;Late;Dissatisfied;Occasional;Heavy weight
8468;E;Road;4;4;266;3;low;Female;6;5758;1;Late;Satisfied;Occasional;Heavy weight
8469;A;Road;4;1;228;3;low;Female;9;4678;0;Ontime;Dissatisfied;Occasional;Medium weight
8470;B;Road;4;5;210;4;low;Male;3;5432;1;Late;Satisfied;Regular;Heavy weight
8471;C;Road;3;5;135;2;medium;Male;7;5331;0;Ontime;Satisfied;Occasional;Heavy weight
8472;E;Road;4;5;248;2;medium;Male;4;4789;1;Late;Satisfied;Occasional;Medium weight
8473;D;Road;3;3;227;3;medium;Male;3;5644;0;Ontime;Neutral;Occasional;Heavy weight
8474;E;Road;3;2;257;3;medium;Male;2;5486;1;Late;Dissatisfied;Occasional;Heavy weight
8475;A;Road;4;5;199;3;low;Male;2;4462;0;Ontime;Satisfied;Occasional;Medium weight
8476;B;Road;4;3;232;2;low;Male;1;5398;0;Ontime;Neutral;Occasional;Heavy weight
8477;C;Road;5;1;258;6;low;Female;7;4344;0;Ontime;Dissatisfied;Regular;Medium weight
8478;E;Road;5;1;268;3;medium;Female;5;5663;0;Ontime;Dissatisfied;Occasional;Heavy weight
8479;D;Road;3;4;260;5;low;Male;2;4461;0;Ontime;Satisfied;Regular;Medium weight
8480;E;Road;4;2;190;2;medium;Female;1;4020;1;Late;Dissatisfied;Occasional;Medium weight
8481;A;Road;5;5;176;3;medium;Female;8;5335;1;Late;Satisfied;Occasional;Heavy weight
8482;B;Road;3;2;227;2;low;Male;10;5401;0;Ontime;Dissatisfied;Occasional;Heavy weight
8483;C;Road;6;4;150;5;medium;Female;8;4709;0;Ontime;Satisfied;Regular;Medium weight
8484;E;Road;3;2;160;2;high;Male;4;4376;0;Ontime;Dissatisfied;Occasional;Medium weight
8485;D;Road;6;3;113;2;medium;Female;4;5130;1;Late;Neutral;Occasional;Heavy weight
8486;E;Road;5;1;145;3;low;Female;5;5019;0;Ontime;Dissatisfied;Occasional;Heavy weight
8487;A;Road;4;4;206;3;low;Male;2;5572;1;Late;Satisfied;Occasional;Heavy weight
8488;B;Road;3;1;207;3;low;Female;5;4643;1;Late;Dissatisfied;Occasional;Medium weight
8489;C;Road;3;3;133;2;medium;Male;8;4241;0;Ontime;Neutral;Occasional;Medium weight
8490;E;Flight;3;5;261;3;low;Female;10;4224;1;Late;Satisfied;Occasional;Medium weight
8491;D;Flight;4;1;194;2;medium;Female;1;4198;0;Ontime;Dissatisfied;Occasional;Medium weight
8492;E;Flight;3;1;244;3;medium;Male;6;4062;1;Late;Dissatisfied;Occasional;Medium weight
8493;A;Flight;4;5;150;3;low;Male;5;4512;0;Ontime;Satisfied;Occasional;Medium weight
8494;B;Flight;3;1;267;2;low;Male;7;4486;1;Late;Dissatisfied;Occasional;Medium weight
8495;C;Flight;3;2;251;2;medium;Female;4;4074;0;Ontime;Dissatisfied;Occasional;Medium weight
8496;E;Flight;4;2;185;3;low;Male;8;4322;1;Late;Dissatisfied;Occasional;Medium weight
8497;D;Flight;2;1;112;5;low;Female;1;4543;0;Ontime;Dissatisfied;Regular;Medium weight
8498;E;Flight;3;2;264;4;medium;Male;1;4877;0;Ontime;Dissatisfied;Regular;Medium weight
8499;A;Flight;5;4;274;3;low;Male;1;5017;1;Late;Satisfied;Occasional;Heavy weight
8500;B;Flight;4;5;234;3;medium;Female;10;4204;1;Late;Satisfied;Occasional;Medium weight
8501;C;Flight;3;1;157;2;medium;Male;7;5560;0;Ontime;Dissatisfied;Occasional;Heavy weight
8502;E;Flight;6;1;247;6;medium;Female;6;4691;0;Ontime;Dissatisfied;Regular;Medium weight
8503;D;Flight;5;1;179;2;high;Male;8;5301;1;Late;Dissatisfied;Occasional;Heavy weight
8504;E;Flight;3;1;202;2;medium;Female;10;4412;1;Late;Dissatisfied;Occasional;Medium weight
8505;A;Flight;4;2;148;2;medium;Male;3;4651;0;Ontime;Dissatisfied;Occasional;Medium weight
8506;B;Flight;5;1;183;6;medium;Female;2;5082;0;Ontime;Dissatisfied;Regular;Heavy weight
8507;C;Flight;3;2;229;3;medium;Male;9;4491;1;Late;Dissatisfied;Occasional;Medium weight
8508;E;Flight;3;4;196;4;low;Male;5;4749;1;Late;Satisfied;Regular;Medium weight
8509;D;Flight;3;3;264;3;low;Female;6;5482;1;Late;Neutral;Occasional;Heavy weight
8510;E;Flight;3;2;233;4;medium;Male;1;5886;0;Ontime;Dissatisfied;Regular;Heavy weight
8511;A;Flight;3;1;166;2;low;Female;7;4375;0;Ontime;Dissatisfied;Occasional;Medium weight
8512;B;Ship;5;3;185;2;low;Male;2;5420;0;Ontime;Neutral;Occasional;Heavy weight
8513;C;Ship;3;5;184;3;low;Female;2;4357;1;Late;Satisfied;Occasional;Medium weight
8514;E;Ship;6;3;98;6;low;Male;9;4787;1;Late;Neutral;Regular;Medium weight
8515;D;Ship;3;2;177;2;high;Female;7;4764;1;Late;Dissatisfied;Occasional;Medium weight
8516;E;Ship;3;5;193;2;low;Female;10;5776;0;Ontime;Satisfied;Occasional;Heavy weight
8517;A;Ship;3;3;165;2;medium;Male;1;4768;0;Ontime;Neutral;Occasional;Medium weight
8518;B;Ship;4;4;183;4;low;Female;6;4562;1;Late;Satisfied;Regular;Medium weight
8519;C;Ship;4;4;161;3;low;Male;2;5257;0;Ontime;Satisfied;Occasional;Heavy weight
8520;E;Ship;2;1;238;2;low;Female;4;4992;0;Ontime;Dissatisfied;Occasional;Medium weight
8521;D;Ship;3;5;191;4;low;Male;4;4008;1;Late;Satisfied;Regular;Medium weight
8522;E;Ship;3;2;165;3;low;Male;6;5642;0;Ontime;Dissatisfied;Occasional;Heavy weight
8523;A;Ship;3;5;233;2;medium;Male;1;4913;0;Ontime;Satisfied;Occasional;Medium weight
8524;B;Ship;4;1;234;2;medium;Male;4;5066;1;Late;Dissatisfied;Occasional;Heavy weight
8525;C;Ship;4;1;252;3;medium;Male;4;5540;0;Ontime;Dissatisfied;Occasional;Heavy weight
8526;E;Ship;3;1;155;3;low;Female;9;5539;0;Ontime;Dissatisfied;Occasional;Heavy weight
8527;D;Ship;3;5;269;8;medium;Male;8;4462;0;Ontime;Satisfied;Loyal;Medium weight
8528;E;Ship;4;5;224;2;low;Male;8;5871;0;Ontime;Satisfied;Occasional;Heavy weight
8529;A;Ship;5;3;230;3;medium;Female;7;4844;0;Ontime;Neutral;Occasional;Medium weight
8530;B;Ship;4;5;253;3;low;Female;9;4205;0;Ontime;Satisfied;Occasional;Medium weight
8531;C;Ship;5;2;181;3;low;Male;4;4323;0;Ontime;Dissatisfied;Occasional;Medium weight
8532;E;Ship;4;2;233;4;high;Female;1;4316;0;Ontime;Dissatisfied;Regular;Medium weight
8533;D;Ship;4;1;243;5;medium;Female;1;4624;1;Late;Dissatisfied;Regular;Medium weight
8534;E;Ship;5;4;271;2;medium;Female;6;4801;1;Late;Satisfied;Occasional;Medium weight
8535;A;Ship;4;3;134;4;low;Female;5;4507;1;Late;Neutral;Regular;Medium weight
8536;B;Ship;3;5;154;10;high;Female;10;5282;1;Late;Satisfied;Loyal;Heavy weight
8537;C;Ship;6;1;222;8;low;Male;2;4914;0;Ontime;Dissatisfied;Loyal;Medium weight
8538;E;Ship;3;4;251;10;medium;Female;2;4336;1;Late;Satisfied;Loyal;Medium weight
8539;D;Ship;4;3;239;3;low;Male;10;4020;0;Ontime;Neutral;Occasional;Medium weight
8540;E;Ship;5;4;211;3;low;Male;9;4908;0;Ontime;Satisfied;Occasional;Medium weight
8541;A;Ship;3;4;195;10;low;Male;5;5950;1;Late;Satisfied;Loyal;Heavy weight
8542;B;Ship;4;4;224;10;medium;Female;9;4149;0;Ontime;Satisfied;Loyal;Medium weight
8543;C;Ship;4;5;144;8;medium;Female;2;4956;1;Late;Satisfied;Loyal;Medium weight
8544;E;Ship;4;2;167;4;high;Male;5;5250;0;Ontime;Dissatisfied;Regular;Heavy weight
8545;D;Ship;3;1;188;4;medium;Female;8;5884;1;Late;Dissatisfied;Regular;Heavy weight
8546;E;Ship;2;4;245;2;medium;Female;3;5850;1;Late;Satisfied;Occasional;Heavy weight
8547;A;Ship;2;5;212;2;high;Female;3;4389;0;Ontime;Satisfied;Occasional;Medium weight
8548;B;Ship;3;3;240;3;low;Female;5;4888;1;Late;Neutral;Occasional;Medium weight
8549;C;Ship;5;2;226;5;medium;Male;5;1323;0;Ontime;Dissatisfied;Regular;Light weight
8550;E;Ship;6;5;278;4;low;Male;2;1167;1;Late;Satisfied;Regular;Light weight
8551;D;Ship;4;2;232;5;medium;Female;4;1783;0;Ontime;Dissatisfied;Regular;Light weight
8552;E;Ship;6;3;287;4;low;Male;3;1824;0;Ontime;Neutral;Regular;Light weight
8553;A;Ship;4;4;228;5;low;Female;1;1788;1;Late;Satisfied;Regular;Light weight
8554;B;Ship;5;4;232;5;low;Male;10;1512;0;Ontime;Satisfied;Regular;Light weight
8555;C;Ship;6;5;308;4;low;Male;8;1164;1;Late;Satisfied;Regular;Light weight
8556;E;Ship;7;4;287;4;low;Male;9;1667;1;Late;Satisfied;Regular;Light weight
8557;D;Ship;6;4;246;4;medium;Male;3;1852;0;Ontime;Satisfied;Regular;Light weight
8558;E;Ship;4;5;262;6;low;Male;10;1156;0;Ontime;Satisfied;Regular;Light weight
8559;A;Ship;6;1;275;4;low;Male;7;1767;0;Ontime;Dissatisfied;Regular;Light weight
8560;B;Ship;5;1;236;5;medium;Female;3;1699;0;Ontime;Dissatisfied;Regular;Light weight
8561;C;Ship;5;4;221;6;medium;Male;6;1488;1;Late;Satisfied;Regular;Light weight
8562;E;Ship;5;1;271;5;low;Female;5;1869;1;Late;Dissatisfied;Regular;Light weight
8563;D;Ship;4;4;229;5;low;Male;7;1049;1;Late;Satisfied;Regular;Light weight
8564;E;Ship;3;2;177;2;high;Male;9;4648;0;Ontime;Dissatisfied;Occasional;Medium weight
8565;A;Ship;3;2;193;2;low;Male;3;4799;1;Late;Dissatisfied;Occasional;Medium weight
8566;B;Ship;3;4;165;2;medium;Male;1;5745;0;Ontime;Satisfied;Occasional;Heavy weight
8567;C;Ship;4;5;183;4;low;Male;3;5881;0;Ontime;Satisfied;Regular;Heavy weight
8568;E;Ship;4;2;161;3;low;Female;8;4382;0;Ontime;Dissatisfied;Occasional;Medium weight
8569;D;Ship;2;5;238;2;low;Female;6;5325;1;Late;Satisfied;Occasional;Heavy weight
8570;E;Ship;3;5;191;4;low;Male;2;5177;1;Late;Satisfied;Regular;Heavy weight
8571;A;Ship;3;1;165;3;low;Male;10;5823;0;Ontime;Dissatisfied;Occasional;Heavy weight
8572;B;Ship;3;5;233;2;medium;Female;2;4193;0;Ontime;Satisfied;Occasional;Medium weight
8573;C;Ship;4;4;234;2;medium;Female;8;5744;0;Ontime;Satisfied;Occasional;Heavy weight
8574;E;Ship;4;3;252;3;medium;Female;10;5802;1;Late;Neutral;Occasional;Heavy weight
8575;D;Ship;3;2;155;3;low;Male;1;5731;1;Late;Dissatisfied;Occasional;Heavy weight
8576;E;Ship;3;1;269;8;medium;Female;4;4290;0;Ontime;Dissatisfied;Loyal;Medium weight
8577;A;Ship;4;1;224;2;low;Female;6;4454;1;Late;Dissatisfied;Occasional;Medium weight
8578;B;Ship;5;4;230;3;medium;Male;6;4257;0;Ontime;Satisfied;Occasional;Medium weight
8579;C;Ship;4;5;253;3;low;Female;1;5402;0;Ontime;Satisfied;Occasional;Heavy weight
8580;E;Ship;5;1;181;3;low;Female;3;5118;0;Ontime;Dissatisfied;Occasional;Heavy weight
8581;D;Ship;4;2;233;4;high;Female;6;5256;0;Ontime;Dissatisfied;Regular;Heavy weight
8582;E;Ship;4;4;243;5;medium;Male;10;4356;0;Ontime;Satisfied;Regular;Medium weight
8583;A;Ship;5;5;271;2;medium;Male;6;4788;1;Late;Satisfied;Occasional;Medium weight
8584;B;Ship;4;3;134;4;low;Male;8;4879;1;Late;Neutral;Regular;Medium weight
8585;C;Ship;3;2;154;10;high;Female;8;5811;1;Late;Dissatisfied;Loyal;Heavy weight
8586;E;Ship;6;4;222;8;low;Female;1;5808;1;Late;Satisfied;Loyal;Heavy weight
8587;D;Ship;3;5;251;10;medium;Male;9;5962;0;Ontime;Satisfied;Loyal;Heavy weight
8588;E;Ship;4;5;239;3;low;Male;6;5154;1;Late;Satisfied;Occasional;Heavy weight
8589;A;Ship;5;1;211;3;low;Male;7;5594;1;Late;Dissatisfied;Occasional;Heavy weight
8590;B;Ship;3;2;195;10;low;Female;9;4256;0;Ontime;Dissatisfied;Loyal;Medium weight
8591;C;Ship;4;5;224;10;medium;Female;7;4521;1;Late;Satisfied;Loyal;Medium weight
8592;E;Ship;4;4;144;8;medium;Male;6;4390;1;Late;Satisfied;Loyal;Medium weight
8593;D;Ship;4;1;167;4;high;Male;7;5264;0;Ontime;Dissatisfied;Regular;Heavy weight
8594;E;Ship;3;3;188;4;medium;Male;1;4296;1;Late;Neutral;Regular;Medium weight
8595;A;Ship;2;4;245;2;medium;Female;10;5389;0;Ontime;Satisfied;Occasional;Heavy weight
8596;B;Ship;2;1;212;2;high;Female;8;4128;0;Ontime;Dissatisfied;Occasional;Medium weight
8597;C;Ship;3;5;240;3;low;Female;6;5642;0;Ontime;Satisfied;Occasional;Heavy weight
8598;E;Ship;5;1;226;5;medium;Male;3;1409;0;Ontime;Dissatisfied;Regular;Light weight
8599;D;Ship;6;3;278;4;low;Female;9;1368;0;Ontime;Neutral;Regular;Light weight
8600;E;Ship;4;1;232;5;medium;Male;8;1943;0;Ontime;Dissatisfied;Regular;Light weight
8601;A;Ship;6;5;287;4;low;Male;8;1465;0;Ontime;Satisfied;Regular;Light weight
8602;B;Ship;4;5;228;5;low;Male;5;1373;1;Late;Satisfied;Regular;Light weight
8603;C;Ship;5;5;232;5;low;Male;1;1127;0;Ontime;Satisfied;Regular;Light weight
8604;E;Ship;6;5;308;4;low;Male;4;1202;0;Ontime;Satisfied;Regular;Light weight
8605;D;Road;7;1;287;4;low;Male;1;1660;0;Ontime;Dissatisfied;Regular;Light weight
8606;E;Road;6;5;246;4;medium;Male;2;1581;0;Ontime;Satisfied;Regular;Light weight
8607;A;Road;4;1;262;6;low;Female;3;1830;1;Late;Dissatisfied;Regular;Light weight
8608;B;Road;6;5;275;4;low;Female;6;1872;0;Ontime;Satisfied;Regular;Light weight
8609;C;Road;5;3;236;5;medium;Male;10;1630;0;Ontime;Neutral;Regular;Light weight
8610;E;Road;5;2;221;6;medium;Male;4;1952;1;Late;Dissatisfied;Regular;Light weight
8611;D;Road;5;4;228;5;low;Female;9;1549;1;Late;Satisfied;Regular;Light weight
8612;E;Road;4;5;234;5;low;Female;1;1991;1;Late;Satisfied;Regular;Light weight
8613;A;Road;5;1;242;5;low;Male;9;1767;0;Ontime;Dissatisfied;Regular;Light weight
8614;B;Road;7;1;307;4;low;Female;8;1339;0;Ontime;Dissatisfied;Regular;Light weight
8615;C;Road;6;3;260;4;low;Male;4;1358;0;Ontime;Neutral;Regular;Light weight
8616;E;Road;4;5;239;5;low;Male;7;1380;0;Ontime;Satisfied;Regular;Light weight
8617;D;Road;6;4;305;4;low;Female;1;1384;0;Ontime;Satisfied;Regular;Light weight
8618;E;Road;5;2;254;6;low;Female;5;1951;0;Ontime;Dissatisfied;Regular;Light weight
8619;A;Road;2;1;258;5;low;Female;9;1548;1;Late;Dissatisfied;Regular;Light weight
8620;B;Road;5;3;267;6;low;Male;10;1027;0;Ontime;Neutral;Regular;Light weight
8621;C;Road;4;2;246;5;low;Female;10;1720;0;Ontime;Dissatisfied;Regular;Light weight
8622;E;Road;4;2;246;5;low;Male;9;1206;1;Late;Dissatisfied;Regular;Light weight
8623;D;Road;4;2;261;5;medium;Male;5;1073;1;Late;Dissatisfied;Regular;Light weight
8624;E;Road;5;1;239;5;low;Female;6;1815;0;Ontime;Dissatisfied;Regular;Light weight
8625;A;Road;5;3;245;5;low;Male;8;1471;0;Ontime;Neutral;Regular;Light weight
8626;B;Road;5;3;237;5;medium;Female;2;1869;1;Late;Neutral;Regular;Light weight
8627;C;Flight;7;3;307;4;low;Male;1;1793;1;Late;Neutral;Regular;Light weight
8628;E;Flight;5;2;252;5;low;Female;10;1568;0;Ontime;Dissatisfied;Regular;Light weight
8629;D;Flight;5;5;225;5;low;Male;7;1168;0;Ontime;Satisfied;Regular;Light weight
8630;E;Flight;6;4;258;4;low;Female;7;1726;1;Late;Satisfied;Regular;Light weight
8631;A;Flight;7;1;254;4;medium;Male;6;1279;1;Late;Dissatisfied;Regular;Light weight
8632;B;Flight;5;3;232;5;low;Female;1;1835;1;Late;Neutral;Regular;Light weight
8633;C;Flight;7;1;255;4;medium;Female;3;1450;0;Ontime;Dissatisfied;Regular;Light weight
8634;E;Flight;5;1;235;5;low;Female;10;1920;0;Ontime;Dissatisfied;Regular;Light weight
8635;D;Flight;7;5;269;4;medium;Male;2;1592;0;Ontime;Satisfied;Regular;Light weight
8636;E;Flight;6;2;243;4;low;Male;4;1768;0;Ontime;Dissatisfied;Regular;Light weight
8637;A;Flight;7;2;253;4;low;Male;1;1294;1;Late;Dissatisfied;Regular;Light weight
8638;B;Flight;5;1;266;5;medium;Female;2;1798;0;Ontime;Dissatisfied;Regular;Light weight
8639;C;Flight;5;3;154;4;low;Female;3;1066;1;Late;Neutral;Regular;Light weight
8640;E;Flight;4;3;245;5;low;Male;4;1470;0;Ontime;Neutral;Regular;Light weight
8641;D;Flight;4;5;275;5;medium;Female;8;1093;1;Late;Satisfied;Regular;Light weight
8642;E;Flight;6;1;261;4;medium;Male;10;1290;1;Late;Dissatisfied;Regular;Light weight
8643;A;Flight;4;5;273;5;low;Male;2;1441;0;Ontime;Satisfied;Regular;Light weight
8644;B;Flight;6;4;303;5;low;Male;5;1195;1;Late;Satisfied;Regular;Light weight
8645;C;Flight;5;1;255;5;low;Male;3;1574;1;Late;Dissatisfied;Regular;Light weight
8646;E;Flight;4;4;225;5;low;Female;1;1476;1;Late;Satisfied;Regular;Light weight
8647;D;Flight;4;5;233;6;low;Male;8;1176;0;Ontime;Satisfied;Regular;Light weight
8648;E;Flight;6;1;285;4;low;Female;3;1448;1;Late;Dissatisfied;Regular;Light weight
8649;A;Ship;5;5;272;4;medium;Male;10;1383;1;Late;Satisfied;Regular;Light weight
8650;B;Ship;7;5;273;4;medium;Male;9;1329;1;Late;Satisfied;Regular;Light weight
8651;C;Ship;4;3;253;6;low;Female;4;1788;1;Late;Neutral;Regular;Light weight
8652;E;Ship;6;2;279;4;medium;Female;4;1148;0;Ontime;Dissatisfied;Regular;Light weight
8653;D;Ship;4;2;235;5;low;Male;8;1021;0;Ontime;Dissatisfied;Regular;Light weight
8654;E;Ship;4;1;255;5;low;Female;9;1793;1;Late;Dissatisfied;Regular;Light weight
8655;A;Ship;7;5;301;4;low;Female;7;1727;0;Ontime;Satisfied;Regular;Light weight
8656;B;Ship;7;1;245;4;medium;Male;4;1653;1;Late;Dissatisfied;Regular;Light weight
8657;C;Ship;7;5;265;4;low;Female;1;1601;0;Ontime;Satisfied;Regular;Light weight
8658;E;Ship;4;4;252;5;medium;Male;2;1995;1;Late;Satisfied;Regular;Light weight
8659;D;Ship;6;1;281;4;medium;Male;2;1592;0;Ontime;Dissatisfied;Regular;Light weight
